,store,sido,gungu,store_address
1266,증산신도시점,경남,양산시,경남 양산시 물금읍 가촌리 1280-4 나래메트로 D동 109호
1267,지산행복점,대구광역시,수성구,대구광역시 수성구 지산로3길 69 (지산동) 
1268,지산행복점,대구광역시,수성구,대구광역시 수성구 지산로3길 69 (지산동) 
1269,지현예성점,충청북도,충주시,충청북도 충주시 예성로 60-1 (지현동) 
1270,직산삼은점,충청남도,천안시,충청남도 천안시 서북구 직산읍 삼은3길 32 
1271,진월효덕점,광주광역시,남구,광주광역시 남구 화산로31번길 23 (진월동) 1층 103호(효우빌딩)
1272,진접택지점(cafe),경기,남양주시,경기 남양주시 진접읍 금곡리 1081-1번지
1273,진주망경점,경남,진주시,경남 진주시 망경동 69-54
1274,진주문산점,경상남도,진주시,경상남도 진주시 문산읍 월아산로 1089 1층
1275,진주상봉점,경남,진주시,경남 진주시 상봉동 802-1
1276,진주이현점,경남,진주시,경남 진주시 이현동 115-5
1277,진주일반성점,경남,진주시,경남 진주시 일반성면 창촌리 645-5
1278,진주초전점(2)(Express),경상남도,진주시,경상남도 진주시 초전북로61번길 6-5 (초전동) 1층
1279,진주충무공점,경상남도,진주시,"경상남도 진주시 충의로 20-17 (충무공동, 가온누리) 107호"
1280,진주칠암점,경상남도,진주시,경상남도 진주시 진주대로 828 (주약동)
1281,진주하대점,경상남도,진주시,경상남도 진주시 도동로 189 
1282,진천덕산점,충북,진천군,충북 진천군 덕산면 용몽리 588
1283,진천이월점,충북,진천군,충북 진천군 이월면 송림리 441-39
1284,진해자은점,경남,진해시,경남 진해시 자은동 911 성원아파트상가 105
1285,진해자은점(N)(express)(2),경상남도,창원시,"경상남도 창원시 진해구 냉천로 106 (자은동, 성원아 상가동 105호"
1286,진해제덕점,경상남도,창원시,경상남도 창원시 진해구 제덕로179번길 7 3동 1층
1287,진해풍호점,경남,창원시,경남 창원시 진해구 풍호동 305-8 마린푸르지오 상가 
1288,창동본점,서울특별시,도봉구,서울특별시 도봉구 마들로11가길 15 (창동) 109호
1289,창동점,서울특별시,도봉구,"서울특별시 도봉구 도봉로136가길 73 (창동, 북한산한 104-106(창동,북한산한신휴플러스)"
1290,창신점,서울,종로구,서울 종로구 창신동 22-3 1층
1291,창원남양점,경상남도,창원시,경상남도 창원시 성산구 가양로 90 (남양동) 1층
1292,창원내동점,경남,창원시,경남 창원시 내동 454-5 엑스포상가 108호
1293,창원대방점,경남,창원시,경남 창원시 성산구 대방동 331~360 355 성원3차상가1층131호
1294,창원도계점,경상남도,창원시,"경상남도 창원시 의창구 도계로60번길 7 (도계동, 트 "
1295,창원반송점,경남,창원시,경남 창원시 성산구 반림동 41 2층 208호
1296,창원사파점,경남,창원시,경남 창원시 사파동 137-1 1층
1297,창원상남점,경남,창원시,경남 창원시 상남동 49-1 명성상가 102
1298,창원상남점(express)(4),경상남도,창원시,"경상남도 창원시 성산구 동산로72번길 16 (상남동, 명 1층 103호"
1299,창원시티7점,경상남도,창원시,"경상남도 창원시 의창구 원이대로 332 (대원동, 더시 상업시설동1층 G-125호"
1300,창원신촌점,경남,창원시,경남 창원시 신촌동 22-1 양곡상가 가동 101-2호
1301,창원용호점,경상남도,창원시,경상남도 창원시 의창구 창이대로478번길 16-21 (용호동)
1302,창원이동점,경상남도,창원시,"경상남도 창원시 진해구 해원로 34 (이동, 예일빌딩) 102호"
1303,창원중앙점,경상남도,창원시,"경상남도 창원시 성산구 용지로121번길 8 (중앙동, 옥 1층"
1304,창원팔용점,경상남도,창원시,경상남도 창원시 의창구 사화로 62 (팔용동) 1층
1305,창전점,서울특별시,마포구,"서울특별시 마포구 서강로14길 5 (노고산동,1층)"
1306,천안두정점,충청남도,천안시,"충청남도 천안시 서북구 두정중7길 46 (두정동, 한성 1층 101 2호"
1307,천안목천점,충청남도,천안시,충청남도 천안시 동남구 목천읍 충절로 767 102
1308,천안병천점,충청남도,천안시,충청남도 천안시 동남구 병천면 아우내장터3길 2 
1309,천안신불당점(올리브카페),충청남도,천안시,충청남도 천안시 서북구 불당32길 24 (불당동) 102호
1310,천안신불당펜타포트점(올리브카페),충청남도,천안시,충청남도 천안시 서북구 공원로 205 (불당동) 
1311,천안차암점(올리브치킨),충청남도,천안시,충청남도 천안시 서북구 3공단6로 58-5 (차암동) 1층 120호
1312,천안청당점,충청남도,천안시,충청남도 천안시 동남구 청수7로 3-1 (청당동) 1층
1313,천안통정지구점,충청남도,천안시,"충청남도 천안시 동남구 통정3로 68 (신방동, 신방한 상가동 1층 103호"
1314,천왕역점,서울특별시,구로구,"서울특별시 구로구 오류로 30 (오류동, 천왕연지타운1 "
1315,천호점,서울,강동구,서울 강동구 천호3동 169-35
1316,철산본점,경기도,광명시,"경기도 광명시 시청로 124 ,103(철산동1층)"
1317,철원동송점,강원,철원군,강원 철원군 동송읍 이평리 680-59
1318,청계목대점(펀앤정),전남,무안군,전남 무안군 청계면 도림리 311-19
1319,청담점,서울특별시,강남구,서울특별시 강남구 도산대로72길 28 (청담동) 지층(청담동)
1320,청라타워점,인천광역시,서구,"인천광역시 서구 청라커낼로260번길 7-19 (경서동,청라에이스프라자107호)"
1321,청원강내점,충북,청원군,충북 청원군 강내면 태성탑연로 448-32
1322,청원부용점(펀앤정),충청북도,진천군,충청북도 진천군 덕산면 초금로 753 
1323,청주금천점,충북,청주시,충북 청주시 상당구  금천동 303
1324,청주복대점,충북,청주시,충북 청주시 흥덕구 복대동 2277번지
1325,청주봉명점,충청북도,청주시,충청북도 청주시 흥덕구 1순환로512번길 39 (봉명동) 1층
1326,청주분평점,충북,청주시,충북 청주시 흥덕구 분평동 1405
1327,청주사직점,충청북도,청주시,충청북도 청주시 흥덕구 창직로29번길 30 (사창동) 
1328,청주산남중앙점,충청북도,청주시,충청북도 청주시 서원구 두꺼비로45번길 18 (산남동) 1층 101호(산남푸르지오)
1329,청주율량점,충청북도,청주시,"충청북도 청주시 청원구 율봉로176번길 55 (율량동,  "
1330,청주풍광점,충청북도,청주시,충청북도 청주시 흥덕구 풍산로47번길 57 (가경동) 1층
1331,청주하복대점,충청북도,청주시,"충청북도 청주시 흥덕구 짐대로 6 (복대동, 벽산아파 101호"
1332,총신대점,서울,동작구,서울 동작구 사당5동 217-2번지
1333,추자점,제주특별자치도,제주시,제주특별자치도 제주시 추자면 추자로 14-4 
1334,춘천강북점(올리브치킨),강원도,춘천시,강원도 춘천시 충열로16번길 21-20 (우두동) 1층
1335,춘천거두점,강원도,춘천시,강원도 춘천시 동내면 거두택지길 10 1층
1336,춘천봄내행운점(올리브치킨),강원도,춘천시,강원도 춘천시 퇴계로 221 (석사동) 
1337,춘천석사점,강원,춘천시,강원 춘천시 퇴계동 971-2번지  1층
1338,춘천애막골점,강원도,춘천시,강원도 춘천시 우석로85번길 20-6 (석사동) 
1339,춘천온의점,강원,춘천시,강원 춘천시 온의동 650-30
1340,춘천후평시장점,강원도,춘천시,강원도 춘천시 춘천로296번길 6 (후평동) 
1341,충남당진점,충남,당진군,충남 당진군 당진읍 채운리 250-20 1층
1342,충남대산점,충남,서산시,충남 서산시 대산읍 대산리 119번지 대산종합상가내
1343,"충남동대점(타변,올리브카페)",충청남도,보령시,충청남도 보령시 작은오랏3길 7 (동대동) 
1344,충남둔포점,충남,아산시,충남 아산시 둔포면 둔포리 415-14
1345,충남배방점,충남,아산시,충남 아산시 배방면 공수리 65-4
1346,충남부여점,충청남도,부여군,충청남도 부여군 부여읍 월함로 9 
1347,충남서산석남점,충남,서산시,충남 서산시 석림동 673-9
1348,충남서산예천점,충남,서산시,충남 서산시 예천동 665-7
1349,충남서산점,충남,서산시,충남 서산시 동문동 59-33
1350,충남석문점,충남,당진군,충남 당진군 석문면 삼봉리 853-21
1351,충남송산점,충청남도,당진시,충청남도 당진시 송산면 송산로 783 103(현대빌딩1층102호)
1352,충남송악점,충남,당진군,충남 당진군 송악면 기지시리 153-30
1353,충남신창점,충청남도,아산시,충청남도 아산시 신창면 온천대로 820 
1354,충남아산인주점,충남,아산시,충남 아산시 인주면 밀두리 137-2
1355,충남예산점,충남,예산군,충남 예산군 예산읍 주교리 349-3번지
1356,충남웅천점,충청남도,보령시,충청남도 보령시 웅천읍 장터중앙길 133-11 (한창약국 
1357,충남장항점,충청남도,서천군,충청남도 서천군 장항읍 성주로 1 
1358,충남청양점,충청남도,청양군,충청남도 청양군 청양읍 중앙로 84 
1359,충남태안남문점,충청남도,태안군,충청남도 태안군 태안읍 중앙로 40-1 
1360,충남홍성본점,충남,홍성군,충남 홍성군 홍성읍 오관리 552-3번지 
1361,충북광혜원점,충북,진천군,충북 진천군 광혜원면 광혜원리 419~650 529-65
1362,충북괴산점,충북,괴산군,충북 괴산군 괴산읍 동부리 646-3
1363,충북노은점,충청북도,충주시,충청북도 충주시 노은면 연하중앙길 41 
1364,충북단양점,충북,단양군,충북 단양군 단양읍 도전리 179번지
1365,충북보은점,충청북도,보은군,충청북도 보은군 보은읍 보은로 120 
1366,충북영동점(펀&정),충북,영동군,충북 영동군 영동읍 계산리 695-7번지
1367,충북오창과학단지점,충청북도,청주시,충청북도 청주시 청원구 오창읍 구룡2길 67-3 
1368,충북옥산점,충청북도,청원군,충청북도 청원군 옥산면 청주역로 651-1 
1369,충북옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 문장로 31 (2층 201호)
1370,충북음성점,충북,음성군,충북 음성군 음성읍 읍내리 479-13
1371,충북증평점,충북,증평군,충북 증평군 증평읍 신동리 15번지
1372,충북혁신도시점,충청북도,음성군,충청북도 음성군 맹동면 원중로 1404 미래빌딩
1373,충정로점,서울,서대문구,서울 서대문구 충정로3가 3-96 1층
1374,충주목행점,충북,충주시,충북 충주시 목행동 536번지
1375,충주앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1032 
1376,충주용산점(express)(4),충청북도,충주시,충청북도 충주시 금봉8길 1 (용산동) 
1377,충주칠금점,충청북도,충주시,"충청북도 충주시 금릉로 48 (칠금동, 상가동) 105호"
1378,칠곡학정점,대구광역시,북구,대구광역시 북구 칠곡중앙대로118길 20 (읍내동) 104호
1379,태백장성점,강원,태백시,강원 태백시 장성동 150-13번지 4/1
1380,태안안면점,충청남도,태안군,충청남도 태안군 안면읍 장터로 114-20 
1381,태안원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 831-1 
1382,테스트매장,대구,달서구,대구 달서구 월성동 270-1 주공4단지상가 가-106호
1383,통영도천점,경상남도,통영시,"경상남도 통영시 도천상가안길 73 (도천동, 신한토탈 114호"
1384,통영북신점,경상남도,통영시,경상남도 통영시 장골로 25 (북신동) 지하2층 206호(북신동)
1385,통영안정점,경상남도,통영시,경상남도 통영시 광도면 안정1길 55 (통영현대성우오 101호 2단지 상가(현대성우오스타)
1386,파인타운점,서울특별시,송파구,"서울특별시 송파구 새말로6길 49 (문정동, 석재빌) 1층"
1387,파주문산점,경기도,파주시,경기도 파주시 문산읍 독산로 41-1 1층
1388,파주야당점,경기도,파주시,경기도 파주시 경의로 1070 (야당동) 
1389,파주운정점,경기도,파주시,"경기도 파주시 미래로 562 (와동동, 가람마을9단지남 "
1390,파주LCD점,경기,파주시,경기 파주시 탄현면 금승리 11번지 102호
1391,평내1점,경기도,남양주시,"경기도 남양주시 평내로29번안길 34 ,101(평내동,모던빌)"
1392,평산행복점,대구,서구,대구 서구 평리동 721-10
1393,평택고덕태평점,경기,평택시,경기 평택시 고덕면 궁리 72-1번지 외 1필지
1394,평택동삭점,경기도,평택시,경기도 평택시 서재로 43 (동삭동) 101호
1395,평택세교점(cafe),경기,평택시,경기 평택시 세교동 567-16번지
1396,평택용이점,경기,평택시,경기 평택시 용이동 464-6 101호 
1397,평택이충점,경기도,평택시,경기도 평택시 추담로 58-78 (장안동) 2동 2층 202호
1398,평택칠원점,경기,평택시,경기 평택시 칠원동 39-9
1399,평택팽성점,경기도,평택시,경기도 평택시 팽성읍 부용로 31 1층 101호(국제빌딩)
1400,평택포승점,경기도,평택시,경기도 평택시 포승읍 포승공단순환로 403 삼부르네상 상가-110
1401,포천가산점,경기도,포천시,경기도 포천시 가산면 선마로 238 
1402,포천경복대점,경기도,포천시,경기도 포천시 신북면 신평로 168 
1403,포천관인점,경기도,포천시,경기도 포천시 관인면 탄동1길 8 
1404,포천운천점(올리브카페),경기도,포천시,경기도 포천시 영북면 운천로9번길 5 1층
1405,포천이동점(펀&정),경기,포천시,경기 포천시 이동면 장암리 510-1번지
1406,포천일동점,경기,포천시,경기 포천시 일동면 기산리 91-151
1407,포항용흥점,경상북도,포항시,경상북도 포항시 북구 새마을로 68 (용흥동) 101호
1408,포항원리행운점,경상북도,포항시,경상북도 포항시 남구 오천읍 남원로 86-15 (포항원동 2동 1층 101호
1409,포항유강점,경북,포항시,경북 포항시 남구 연일읍 유강리 7블럭 1-2롯트
1410,포항장량본점,경상북도,포항시,"경상북도 포항시 북구 양덕로 60 (양덕동, 풍림아이원 1층 109호"
1411,포항장량점,경상북도,포항시,경상북도 포항시 북구 법원로 175 (양덕동) 1층 104호
1412,포항중앙점(올리브카페),경상북도,포항시,경상북도 포항시 남구 축항로 14 (해도동) 1층
1413,포항흥해점,경상북도,포항시,경상북도 포항시 북구 흥해읍 도음로 901 
1414,하남점,경기,하남시,경기 하남시 신장동 96-3
1415,하남중앙점,경기,하남시,경기 하남시 신장1동 446-12
1416,하남풍산행복점,경기,하남시,경기 하남시 덕풍3동 811-3
1417,하대원점,경기,성남시,경기 성남시 중원구 하대원동 132 
1418,하소왕암점,충청북도,제천시,충청북도 제천시 소새로1길 37 (왕암동) 
1419,하월곡점,서울,성북구,서울 성북구 하월곡동 230 동일하이빌 뉴시티 136호
1420,한강센트럴자이점(올리브카페),경기도,김포시,"경기도 김포시 태장로 845 (장기동, 한강센트럴자이1 101호"
1421,한화지구점,인천광역시,남동구,"인천광역시 남동구 앵고개로815번길 20 (논현동, 소래 비상가동 1층 102호"
1422,함안군북점(명변),경상남도,함안군,경상남도 함안군 군북면 중암10길 20 
1423,합천가야점,경상남도,합천군,경상남도 합천군 가야면 가야시장로 74 
1424,해운대중동점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로433번길 30-3 (중동,  103호"
1425,햇빛점,경기,고양시,경기 고양시 덕양구 행신동 948-1
1426,행당점,서울,성동구,서울 성동구 행당1동 292-50
1427,향남부영점,경기도,화성시,경기도 화성시 향남읍 하길로 70 (오색마을 사랑으로 상가동 103호
1428,현풍테크노폴리스점,대구광역시,달성군,대구광역시 달성군 유가면 현풍로47길 5 
1429,호계플라자,경기,안양시,경기 안양시 동안구 호계동 933-25
1430,호매실수변공원점,경기도,수원시,경기도 수원시 권선구 서수원로523번길 12-18 (금곡동 1층
1431,호텔리젠트마린점,제주특별자치도,제주시,"제주특별자치도 제주시 서부두2길 20 (건입동, 호텔리 "
1432,홍대역점,서울,마포구,서울 마포구 동교동 147-4 1층
1433,홍은2점,서울,서대문구,서울 서대문구 홍은2동 277-28
1434,홍제점,서울,서대문구,서울 서대문구 홍제동 현대원@3구역상가 118호
1435,화곡1점,서울,강서구,서울 강서구 화곡1동 358-10 
1436,화곡2점,서울,강서구,서울 강서구 화곡4동 772-63
1437,화곡5점,서울,강서구,서울 강서구 화곡6동 976-1
1438,화정별빛마을점,경기,고양시,경기 고양시 덕양구 화정2동 946
1439,화정점,경기,고양시,경기 고양시 덕양구 화정동 900-14
1440,화천간동점(펀앤정),강원,화천군,강원 화천군 간동면 오음리 634-6
1441,화천사내점,강원,화천군,강원 화천군 사내면 사창리 366-6 1/3
1442,화천점(CAFE),강원,화천군,강원 화천군 화천읍 하리 50-5  3/3
1443,횡성둔내점,강원,횡성군,강원 횡성군 둔내면 자포곡리 414-10
1444,횡성우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 349 
1445,횡성점,강원,횡성군,강원 횡성군 횡성읍 읍상리 292-5
1446,효자점,서울,종로구,서울 종로구 옥인동 92번지
1447,후곡행복점,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 458 (일산동, 후곡 102호(일산동,후곡마을 상가동)"
1448,흑석점,서울,동작구,서울 동작구 흑석동 86-103호
1449,SK이천하이닉스점,경기도,이천시,경기도 이천시 부발읍 경충대로 2102 101
